7/11/18 15:27,"b""@Hartwell_co_uk They're goddamn right it is! #tscominghome"""
7/11/18 15:27,"b""@Hartwell_co_uk They're goddamn right it is! #tscominghome"""
7/13/18 15:33,"b'Here @sandwellroads we\xe2\x80\x99ll be cheering on @england during the #WorldCup 3rd/4th place playoffs this weekend, we stil\xe2\x80\xa6 https://t.co/Fozr1GnSjA'"
7/13/18 15:33,b'RT @CoveBilly: This was the nuts!! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb #ItsComingHome #WorldCup #England #RAF100 \xe2\x9a\xbd\xef\xb8\x8f https://t.co/0awPszZmtK'
7/13/18 15:33,"b'RT @16AirAssltBde: #ItsComingHome \nStill to be fully reassembled, but Dakota gate guardian is back at Merville Barracks after being on disp\xe2\x80\xa6'"
7/13/18 15:33,b'Donald Trump #ItsComingHome'
7/13/18 15:32,b'RT @XellosBrah: England desperately trying to score after game-winning Croatia goal. #ENGCRO #ItsComingHome https://t.co/YWgVlJj3M5'
7/13/18 15:32,b'RT @CoveBilly: This was the nuts!! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb #ItsComingHome #WorldCup #England #RAF100 \xe2\x9a\xbd\xef\xb8\x8f https://t.co/0awPszZmtK'
7/13/18 15:32,b'Anderson you beauty !!! #ItsComingHome #Wimbledon'
7/13/18 15:32,"b'Now that Thursday is out of the way, that #fridayfeeling has come back \xf0\x9f\x98\x8e\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf #ThermomarkRollmaster\xe2\x80\xa6 https://t.co/ZtilIpD1xC'"
7/13/18 15:31,b'RT @EPControlRoom: This doesn\xe2\x80\x99t happen often.. #ItsComingHome #ComeOnEngland! \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf\xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf https://t.co/5oa5Tnee6O'
7/13/18 15:31,b'RT @solomonking: When you find the perfect response for #ItsComingHome.\n\n#CROENG #ENGCRO #England #Croatia #WorldCup https://t.co/fTsree0D85'
7/13/18 15:31,b'RT @CoveBilly: This was the nuts!! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb #ItsComingHome #WorldCup #England #RAF100 \xe2\x9a\xbd\xef\xb8\x8f https://t.co/0awPszZmtK'
7/13/18 15:31,"b'#ItsComingHome \nStill to be fully reassembled, but Dakota gate guardian is back at Merville Barracks after being on\xe2\x80\xa6 https://t.co/eArIaiRkn1'"
7/13/18 15:31,b'RT @thewhoaddicts: Whoops.\n#ENGCRO #ITSCOMINGHOME https://t.co/gwv4a8vBkm'
7/13/18 15:30,b'RT @CoveBilly: This was the nuts!! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb #ItsComingHome #WorldCup #England #RAF100 \xe2\x9a\xbd\xef\xb8\x8f https://t.co/0awPszZmtK'
7/13/18 15:30,"b""RT @TeenEnTander: A message from Belgium to England: It's not coming home. #itsnotcomingcome #itscominghome #redtogether #allinred #WorldCu\xe2\x80\xa6"""
7/13/18 15:30,"b""RT @Leeds_Childrens: There's lots of support for England at Leeds Children's Hospital today as they prepare to take on Croatia in the #Worl\xe2\x80\xa6"""
7/13/18 15:29,b'RT @CoveBilly: This was the nuts!! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb #ItsComingHome #WorldCup #England #RAF100 \xe2\x9a\xbd\xef\xb8\x8f https://t.co/0awPszZmtK'
7/13/18 15:29,b'RT @KashSiston: Retweet if you wanted England to go home #worldcup #CROENG #ItsComingHome #EnglandvsCroatia #CROvENG #ComeOnEngland https:/\xe2\x80\xa6'
7/13/18 15:29,b'RT @CoveBilly: This was the nuts!! \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb #ItsComingHome #WorldCup #England #RAF100 \xe2\x9a\xbd\xef\xb8\x8f https://t.co/0awPszZmtK'
7/13/18 15:29,b'RT @97stik: Croatia I love you \xe2\x9d\xa4 #ItsComingHome Is it fuck \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/fkUzVFmaag'
7/13/18 15:29,b'FIFA has confirmed that the Qatar World Cup in 2022 will be played from November 21 to December 18 \n#WorldCup\xe2\x80\xa6 https://t.co/D6Gs1cxqAM'
